genre,tags
Religion & Philosophy,"Education, Classics, Self-Help, Knowledge, political science, Language and languages, Entitlement attitudes, Ethics, Nonfiction,  Mind & Spirit, Philosophy, social science, Language Arts & Disciplines, Change (Psychology), General, Filozofi, Appointment books, Business & Economics, Fiction, Body, Religion, Habit, ideology, Psychology, Philosophers, Politics"
Humor,"Humor, Crafts & Hobbies, Games & Activities, Mathematics"
Biography,"Family, Anti-racism, History, Self-Help, African American authors, Adventure, political science, Technology & Engineering, Biography Memoir, Mental health, Space, Family & Relationships,  American, Travel, Biography & Autobiography, Nonfiction, Philosophy, social science, Technology, Native Americans, General, Cooking, Science, autobiography, Business & Economics, Business, Humor, Memoir, Disability, Self help, Undertakers and undertaking, Falconry, Psychotherapists, African Americans, Nature, Autoimmune diseases, Women, Biography, Religion, Heist, comedy, Botany, Japanese literature, Psychology, Grief, Politics"
Children's Fiction,"Crime, Classics, Young Adult, Children's stories, Adventure, Fiction,  Swiss (German), Mystery, Comics, Adventure stories, Juvenile Fiction"
Action & Adventure,"Suspense, Classics, Education, Antarctica, History, Young Adult, Adventure, Surfers, LGBTQ, Space, Travel, Biography & Autobiography, Nonfiction, War, social science, Science fiction, Thriller, Mystery, Fantasy, General, Adventure stories, Autobiographical fiction, Mountaineering expeditions, Science, Espionage, Memoir, autobiography, Humor,  Jason (Fictitious character), Australia, Dystopian, Amazon River Region, Aliens, Bookstores, Biography, Spy, Agriculture, Assassins, Sports & Recreation, Puzzles, Seas, Comics, Sports"
Comics,"Classics, Family, History, Young Adult, Manga, Adventure, LGBTQ, Romance, Queer Manga, Horror, Contemporary Romance, Biography & Autobiography, Nonfiction, War, Philosophy, Science fiction, Fantasy, Adventure and adventurers, Science, Memoir, Comics & Graphic Novels, Humor, Self help, Fiction, Graphic novels, Dystopian, Biography, House & Home, Urban Fantasy, Literature, Comics, low fantasy, Slice of life"
Self-help,"Classics, Business & Economics, Young Adult, Self-Help, Nonfiction, Philosophy, Fiction, Psychology"
Business & Economics,"Male domination, Productivity, Business, Business & Economics, Nonfiction,  Personal, Self-management (Psychology), Self help, social science, Economics, Computer Science, Spanish, Sports, Industrial productivity, Technology, Psychology, Finance, Entrepreneurship"
Science,"Health & Fitness, Data, Materials science, Mental discipline, Astrophysics, Dreams, Memory, Space, Animal communication, Nonfiction, social science, Artificial Intelligence, Technology, tech development, Mathematics, Data Visualization, Science, Business & Economics, Big data, Computers, Nature, Women, Art, Psychology, Astronomy"
Biography & Autobiography,"Family, Adventure, Presidents, Adult children of dysfunctional families, Celebrities, India, LGBTQ, High technology industries, Space, Travel, Biography & Autobiography, Nonfiction, Philosophy, Journal, General, Mental illness, Memoir, Humor, Feminism, Juvenile Nonfiction, Women, Biography, Politics"
Short stories,"Women, Classics, Literary Fiction, Mental health, Magical Realism, adult, Poetry, Nonfiction, Feminism, Fiction, Short stories, Contemporary, Romance"
War,"Korea (North), Biography, Family, Memoir, autobiography, Travel, Biography & Autobiography, Nonfiction, War, social science, Philosophy, Self help, Fathers and sons, Computers, Historical Fiction, Dystopian, political science, WW2"
Psychology,"Body, Women, Family & Relationships, Productivity, Self-Help, Health & Fitness,  Mind & Spirit, Philosophy, Computers, Adaptability (Psychology), Guilt, Psychology, General"
LGBTQ,"Family, LGBTQ, Romance, Magic,  American, Biography & Autobiography, Nonfiction, War, Philosophy, social science, Short stories, Spanish, General, Queer, Memoir, African Americans in mass media, Business & Economics, Fiction, M M Romance, Historical Fiction,  English, Women, Biography, Poetry, Essays, Comics"
Dystopian,"Space, Young Adult, Biography & Autobiography, War, Fiction, Science fiction, Post Apocalyptic, Canada, Dystopian, LGBTQ, Novella, Fantasy, Aliens"
Romance,"Young Adult, Flight attendants, Dark, Sports Romance, High school, Kidnapping, LGBTQ, erotica, Romance, Asian Americans, Spicy, Romantic Suspense, Contemporary Romance, BDSM, Paranormal Romance, Magical Realism, Dark Romance, Retellings, adult romances, Thriller, Stalker, Science fiction, Mafia Romance, Fantasy, Smutty, adult, College, Fiction, Time Travel, College Romance, Mafia, Erotica, Cults, Chick Lit, Christmas, romcoms, Abuse, Contemporary, Brothers, Erotic stories, Enemies to lovers, Bully Romance"
Literary Collections,"Folklore, Literary Collections"
