genre,tags
Religion & Philosophy,"Education, Classics, Self-Help, Knowledge, political science, Language and languages, Entitlement attitudes, Ethics, Nonfiction,  Mind & Spirit, Philosophy, social science, Language Arts & Disciplines, General, Filozofi, Appointment books, Business & Economics, Fiction, Body, Religion, Habit, ideology, Psychology, Philosophers, Politics"
Humor,"Humor, Crafts & Hobbies, Games & Activities, Mathematics"
Biography,"Family, Anti-racism, History, Self-Help, African American authors, political science, Technology & Engineering, Mental health, Space,  American, Travel, Biography & Autobiography, Nonfiction, Philosophy, social science, Technology, Native Americans, General, Science, autobiography, Business & Economics, Business, Humor, Self help, Undertakers and undertaking, Falconry, Psychotherapists, African Americans, Nature, Autoimmune diseases, Women, Biography, Religion, Heist, Botany, Japanese literature, Psychology, Grief, Politics"
Children's Fiction,"Crime, Classics, Young Adult, Children's stories, Adventure, Fiction,  Swiss (German), Mystery, Comics, Adventure stories, Juvenile Fiction"
Action & Adventure,"Suspense, Classics, Education, Antarctica, History, Young Adult, Adventure, LGBTQ, Space, Travel, Biography & Autobiography, Nonfiction, War, social science, Science fiction, Thriller, Mystery, Fantasy, General, Adventure stories, Autobiographical fiction, Mountaineering expeditions, Science, Espionage, Humor,  Jason (Fictitious character), Australia, Dystopian, Amazon River Region, Aliens, Bookstores, Biography, Spy, Agriculture, Assassins, Sports & Recreation, Puzzles, Comics, Sports"
Comics,"Classics, Family, History, Young Adult, Manga, Adventure, LGBTQ, Romance, Queer Manga, Horror, Contemporary Romance, Biography & Autobiography, Nonfiction, War, Science fiction, Fantasy, Adventure and adventurers, Science, Comics & Graphic Novels, Humor, Self help, Fiction, Graphic novels, Dystopian, Biography, House & Home, Urban Fantasy, Literature, Comics, low fantasy, Slice of life"
Self-help,"Classics, Business & Economics, Young Adult, Self-Help, Nonfiction, Philosophy, Fiction, Psychology"
Business & Economics,"Male domination, Productivity, Business, Business & Economics, Nonfiction,  Personal, Self help, social science, Economics, Computer Science, Spanish, Sports, Industrial productivity, Technology, Psychology, Finance, Entrepreneurship"
Science,"Health & Fitness, Data, Materials science, Mental discipline, Astrophysics, Dreams, Memory, Space, Animal communication, Nonfiction, social science, Artificial Intelligence, Technology, tech development, Mathematics, Data Visualization, Science, Business & Economics, Big data, Computers, Nature, Women, Art, Psychology, Astronomy"
Biography & Autobiography,"Family, Classics, History, Young Adult, Medical, Adventure, Presidents, Anecdotes, Surfers, Vietnam War, India, LGBTQ, Celebrities, Biography Memoir, Music, High technology industries, Space, non-fiction, Family & Relationships,  American, Travel, Biography & Autobiography, Nonfiction, War, Philosophy, social science, Journal, Language Arts & Disciplines, Short stories, Psychology, Health, Artists, General, Mental illness, Queer, Cooking, Immigrants, Science, Marathon running, Essay, Children of Holocaust survivors, Memoir, autobiography, Humor, Comics & Graphic Novels, Disability, reference, Trauma, Feminism, Self help, Graphic novels, Literary Collections, Juvenile Nonfiction, Women, Biography, Essays, Seas, Literature, Comics, comedy, Politics"
Short stories,"Women, Classics, Mental health, adult, Poetry, Nonfiction, Feminism, Fiction, Short stories, Contemporary, Romance"
War,"Korea (North), Biography, Family, Travel, Biography & Autobiography, Nonfiction, War, social science, Philosophy, Fathers and sons, Computers, Historical Fiction, Dystopian, political science, WW2"
Psychology,"Body, Women, Family & Relationships, Productivity, Self-Help, Health & Fitness,  Mind & Spirit, Philosophy, Computers, Guilt, Psychology, General"
LGBTQ,"Family, LGBTQ, Romance, Magic, Biography & Autobiography, Nonfiction, War, Philosophy, social science, Spanish, Queer, African Americans in mass media, Business & Economics, Fiction, M M Romance, Historical Fiction,  English, Women, Biography, Poetry, Comics"
Dystopian,"Space, Young Adult, Biography & Autobiography, War, Fiction, Science fiction, Post Apocalyptic, Canada, Dystopian, LGBTQ, Novella, Fantasy, Aliens"
Romance,"Young Adult, Flight attendants, Dark, Sports Romance, High school, Kidnapping, LGBTQ, erotica, Romance, Asian Americans, Spicy, Romantic Suspense, Contemporary Romance, BDSM, Paranormal Romance, Retellings, Dark Romance, adult romances, Thriller, Stalker, Mafia Romance, Fantasy, Smutty, adult, College, Fiction, College Romance, Mafia, Erotica, Cults, Chick Lit, Christmas, romcoms, Abuse, Contemporary, Brothers, Erotic stories, Enemies to lovers, Bully Romance"
Literary Collections,"Folklore, Literary Collections"
