id,title,author,genre,rating,releaseDate,pages,description,tags
428278,The Chosen and the Beautiful,Nghi Vo,Fantasy,3.4318181818181817,2021-06-01,260.0,"Nghi Vo’s stunning and subversive retelling of The Great Gatsby subtly infuses the world with magic. Jordan Baker is a queer, adopted Vietnamese American raised in America’s wealthiest social circles. She can make cut paper come to life — though it's a skill she has little opportunity to hone as it comes from her Vietnamese ancestry, and she knows no other person of her heritage. She befriends Daisy as a child, and Daisy becomes the epitome of white wealth and privilege. Immersed in Jazz Age culture, Vo expertly draws out the white patriarchal racism and sexism of The Great Gatsby.","Fantasy, Young Adult, LGBTQ"
880560,Lies and Weddings,Kevin Kwan,Fiction,3.9375,2024-01-01,437.0,"NEW YORK TIMES BESTSELLER • A MOST ANTICIPATED BOOK: The New York Times, The Washington Post, TIME, Entertainment Weekly, Cosmopolitan, CNN, Lit Hub, Minneapolis Star Tribune, Reader’s Digest, BookRiot, SheReads, PureWow, Publishers Weekly • From the iconic internationally bestselling author of the Crazy Rich Asians trilogy: A forbidden affair erupts volcanically amid a decadent tropical wedding in this outrageous comedy of manners.

“Imagine Crazy Rich Asians mated with Saltburn and you’ve got Lies and Weddings—a heavenly summertime read!”—Plum Sykes, New York Times best-selling author of Bergdorf Blondes
 
Rufus Leung Gresham, future Earl of Greshambury and son of a former Hong Kong supermodel has a problem: the legendary Gresham Trust has been depleted by decades of profligate spending, and behind all the magazine covers and Instagram stories manors and yachts lies nothing more than a gargantuan mountain of debt. The only solution, put forth by Rufus’s scheming mother, is for Rufus to attend his sister’s wedding at a luxury eco-resort, a veritable who’s-who of sultans, barons, and oligarchs, and seduce a woman with money.

Should he marry Solène de Courcy, a French hotel heiress with honey blond tresses and a royal bloodline? Should he pursue Martha Dung, the tattooed venture capital genius who passes out billions like lollipops? Or should he follow his heart, betray his family, squander his legacy, and finally confess his love to the literal girl next door, the humble daughter of a doctor, Eden Tong? When a volcanic eruption burns through the nuptials and a hot mic exposes a secret tryst, the Gresham family plans—and their reputation—go up in flames.

Can the once-great dukedom rise from the ashes? Or will a secret tragedy, hidden for two decades, reveal a shocking twist?

In a globetrotting tale that takes us from the black sand beaches of Hawaii to the skies of Marrakech, from the glitzy bachelor pads of Los Angeles to the inner sanctums of England’s oldest family estates, Kevin Kwan unfurls a juicy, hilarious, sophisticated and thrillingly plotted story of love, money, murder, sex, and the lies we tell about them all.

",Fiction
262000,China Rich Girlfriend,Kevin Kwan,Fiction,3.776,2015-01-01,383.0,"(From the 2015 Anchor books edition)

It's the eve of Rachel Chu's wedding and she should be over the moon. She has a flawless oval-cut diamond, a wedding dress she loves, and a fiance willing to thwart his meddling relatives and give up one of the biggest fortunes in Asia in order to marry her. Still, Rachel mourns the fact that her birth father, a man she never knew, won't be there to walk her down the aisle. 

Then a chance accident reveals his identity. Suddenly, Rachel is drawn into a dizzying world of Shanghai splendor, a world where people attend church in a penthouse, where exotic cars race down the boulevard, and where people aren't just crazy rich...they're China rich.","Fiction, Young Adult, Birthfathers"
455272,All That's Left in the World,Erik J. Brown,Fantasy,4.081632653061225,2022-01-01,352.0,"When Andrew stumbles upon Jamie’s house, he’s injured, starved, and has nothing left to lose. A deadly pathogen has killed off most of the world’s population, including everyone both boys have ever loved. And if this new world has taught them anything, it’s to be scared of what other desperate people will do... so why does it seem so easy for them to trust each other?

After danger breaches their shelter, they flee south in search of civilization. But something isn’t adding up about Andrew’s story, and it could cost them everything. And Jamie has a secret, too. He’s starting to feel something more than friendship for Andrew, adding another layer of fear and confusion to an already tumultuous journey.

The road ahead of them is long, and to survive, they’ll have to shed their secrets, face the consequences of their actions, and find the courage to fight for the future they desire, together. Only one thing feels certain: all that’s left in their world is the undeniable pull they have toward each other.","Fantasy, Young Adult, Adventure, Science fiction, LGBTQ, Dystopian, Young Adult Fiction"
1148411,How to End a Love Story,Yulin Kuang,Fiction,3.444444444444444,2024-01-01,382.0,"Two writers with a complicated history end up working on the same TV show... Can they write themselves a new ending? A sexy and emotional enemies-to-lovers romance guaranteed to pull on your heartstrings and give you a book hangover from brilliant new voice Yulin Kuang

Named a Most Anticipated Book of 2024 by Entertainment Weekly · Today.com · Paste · Daily Waffle ·The Nerd Daily and more!

Helen Zhang hasn’t seen Grant Shepard once in the thirteen years since the tragic accident that bound their lives together forever.

Now a bestselling author, Helen pours everything into her career. She’s even scored a coveted spot in the writers’ room of the TV adaptation of her popular young adult novels, and if she can hide her imposter syndrome and overcome her writer’s block, surely the rest of her life will fall into place too. LA is the fresh start she needs. After all, no one knows her there. Except…

Grant has done everything in his power to move on from the past, including building a life across the country. And while the panic attacks have never quite gone away, he’s well liked around town as a screenwriter. He knows he shouldn’t have taken the job on Helen’s show, but it will open doors to developing his own projects that he just can’t pass up.

Grant’s exactly as Helen remembers him—charming, funny, popular, and lovable in ways that she’s never been. And Helen’s exactly as Grant remembers too—brilliant, beautiful, closed off. But working together is messy, and electrifying, and Helen’s parents, who have never forgiven Grant, have no idea he’s in the picture at all.

When secrets come to light, they must reckon with the fact that theirs was never meant to be any kind of love story. And yet… the key to making peace with their past—and themselves—might just lie in holding on to each other in the present.","Fiction, Romance, Asian Americans, Asian American women"
376651,Strange the Dreamer,Laini Taylor,Fiction,4.266826923076923,2016-01-01,544.0,"The dream chooses the dreamer, not the other way around–and Lazlo Strange, war orphan and junior librarian, has always feared that his dream chose poorly. Since he was five years old, he’s been obsessed with the mythic lost city of Weep, but it would take someone braver than he to cross half the world in search of it. Then a stunning opportunity presents itself, in the form of a hero called the Godslayer and a band of legendary warriors, and he has to seize his chance or lose his dream forever.

What happened in Weep two hundred years ago to cut it off from the rest of the world? And who is the blue-skinned goddess who appears in Lazlo’s dreams?

In this sweeping and breathtaking novel by National Book Award finalist Laini Taylor, author of the New York Times bestselling Daughter of Smoke & Bone trilogy, the shadow of the past is as real as the ghosts who haunt the citadel of murdered gods. Fall into a mythical world of dread and wonder, moths and nightmares, love and carnage.

The answers await in Weep.
([source][1])


  [1]: https://www.lbyr.com/titles/laini-taylor/strange-the-dreamer/9780316341646/","Fiction, Fantasy, Young Adult, Adventure, Science fiction, Young Adult Fiction, Family & Relationships, Fantasy fiction"
462018,Gods & Monsters,Shelby Mahurin,Fiction,3.755555555555556,2021-01-01,624.0,"Evil always seeks a foothold. We must not give it one. The electrifying conclusion to the New York Times and Indiebound bestselling Serpent & Dove trilogy is perfect for fans of Sarah J. Maas and Kendare Blake. Lou has spent her whole life running. Now, after a crushing blow from Morgane, the time has come to go home—and claim what is rightfully hers. But this is no longer the Lou her friends knew. No longer the Lou who captured a chasseur’s heart. A darkness has settled over her, and this time it will take more than love to drive it out. From Serpent & Dove to Blood & Honey and concluding with Gods & Monsters, Shelby Mahurin's stunning fantasy trilogy delivers thrills and romance.","Fiction, Fantasy, Young Adult, Young Adult Fiction"
1719614,Daisy Miller and Other Tales,Henry James Jr.,Unknown,,2016-01-01,,,
427993,For We Are Many,Dennis E. Taylor,Fiction,4.186186186186186,2017-01-01,320.0,"Bobiverse fans: a signed limited edition of all three books in a boxed set, signed by the author, is now available on Amazon. Look for The Bobiverse [Signed Limited Edition] on Amazon Bob Johansson didn't believe in an afterlife, so waking up after being killed in a car accident was a shock. To add to the surprise, he is now a sentient computer and the controlling intelligence for a Von Neumann probe. Bob and his copies have been spreading out from Earth for 40 years now, looking for habitable planets. But that's the only part of the plan that's still in one piece. A system-wide war has killed off 99.9% of the human race; nuclear winter is slowly making the Earth uninhabitable; a radical group wants to finish the job on the remnants of humanity; the Brazilian space probes are still out there, still trying to blow up the competition; And the Bobs have discovered a spacefaring species that sees all other life as food. Bob left Earth anticipating a life of exploration and blissful solitude. Instead he's become a sky god to a primitive native species, the only hope for getting humanity to a new home, and possibly the only thing that can prevent every living thing in the local sphere from ending up as dinner.","Fiction, Fantasy, Adventure, Science fiction, War, Dystopian, Space, Aliens"
382292,Jaws,Peter Benchley,Fiction,3.5526315789473686,1974-01-01,311.0,"With the 1974 publication of the novel Jaws and the release a year later of the film based on the book, an American cultural phe- nomenon was born. Today, the remarkable bestseller by Peter Benchley still towers as a thrilling classic of suspense, drama, and the eternal conflicts of man against nature . and man against himself.

As the movie continues to be broadcast all over the world, entire generations may know the Jaws story only through its cinematic rendition. Those unfamiliar with the literary forerunner are in for a wonderful surprise, for the novel contains many twists of plot and character that were omitted in the film. The marine biologist Matt Hooper, for example, shows a predatory side that threatens to destroy the marriage of Police Chief Martin Brody. And the town of Amity and its residents are menaced by even more than the gigantic great white shark.

As all novels should be, Peter Benchley's Jaws is an extraordinary experience of its own, a masterpiece as mesmerizing today as it was in 1974, when it first took us into the watery world of a creature designed by nature to kill ... and into the terror it brings rushing up with him from the silent darkness of the deep.
--front flap","Fiction, Adventure, Classics, Science fiction, Suspense, Thriller, Horror, Shark attacks"
429200,Make Time,Jake Knapp,Nonfiction,4.056338028169014,2018-09-25,287.0,"Do you ever wonder where your day went? Or daydream about activities you'll get to ""someday""? Knapp and Zeratsky share their tactics for a four-step daily framework that you can use to systematically re-design your days. Highlight, Laser, Energize, Reflect. You may not be able to add more hours to your day-- but you can learn to make your life your own, day by day. -- adapted from jacket","Nonfiction, Psychology"
263963,Olive Kitteridge,Elizabeth Strout,Fiction,4.14,2008-03-25,337.0,"Olive Kitteridge: indomitable, compassionate and often unpredictable. A retired schoolteacher in a small coastal town in Maine, as she grows older she struggles to make sense of the changes in her life. She is a woman who sees into the hearts of those around her, their triumphs and tragedies.

We meet her stoic husband, bound to her in a marriage both broken and strong, and a young man who aches for the mother he lost - and whom Olive comforts by her mere presence, while her own son feels overwhelmed by her complex sensitivities.

A penetrating, vibrant exploration of the human soul, the story of Olive Kitteridge will make you laugh, nod in recognition, wince in pain, and shed a tear or two.","Fiction, Classics, General, Literature"
1113135,Daydream,Hannah  Grace,Fiction,3.9375,2024-06-01,393.0,"The new novel from the #1 Sunday Times bestselling author of Icebreaker and Wildfire...

When procrastination lands him in a difficult class with his least favorite professor, Henry Turner knows he’s going to have to work extra hard to survive his junior year of college. And now with his new role as ice hockey captain – which he didn’t even want – Henry absolutely cannot fail. Enter Halle Jacobs, a fellow junior who finds herself befriended by Henry when he accidentally crashes her book club.

Halle may not have the romantic pursuits of her favorite fictional leads, but she’s an academic superstar, and when she hears about Henry’s problems with his class reading material, she offers to help. But being a private tutor isn’t exactly ideal given her own studies, job and the novel she’s trying to write. New experiences are the key to beating her writer’s block, though, and Henry’s promising to be the one to give them to her.

They just need to stick to their rulebook. Oh, and not fall in love.

18+ content","Fiction, Romance"
83094,Fantastic Beasts and Where to Find Them,Newt Scamander,Fantasy,3.697411003236246,2001-01-01,65.0,"An approved textbook at Hogwarts School of Witchcraft and Wizardry since its first publication, Fantastic Beasts and Where to Find Them is an indispensable guide to the magical beasts of the wizarding world. It showcases a menagerie of magical creatures, explained enchantingly by noted magizoologist, Newt Scamander, who you may remember from the film series of the same name. The shelves of the Hogwarts Library are also home to many more fascinating books. If you have enjoyed Fantastic Beasts and Where to Find Them you might want to check out some of its other treasures: Quidditch Through the Ages and The Tales of Beedle the Bard. Comic Relief, operating name Charity Projects, is a registered charity in the UK with charity nos. 326568 (England/Wales) and SC039730 (Scotland). Lumos Foundation is a registered charity in the UK with no. 1112575 (England/Wales). 15% of the proceeds* received by Pottermore Limited from this ebook will be made available to the charities for their work across the UK and globally including helping children and young people have a better life. These proceeds will be shared 20% for Comic Relief and 80% for Lumos Foundation. *Proceeds means the cash-price or cash-equivalent price less sales taxes.","Fantasy, Fiction, Young Adult, Adventure, Juvenile Fiction, General, Juvenile Nonfiction, Young Adult Fiction, Spanish, Fantasy fiction"
432296,GreatPlains,Ian Frazier,Action & Adventure,3.5,1989-01-01,317.0,"This book needs a subtitle to entice both the general and the scholarl reader; but even if it were identified as ""writings of a traveller in settled part of America,"" readers would still find surprises in Frazie unusual wit and diligent scholarship. A good map graces the end paper Includes thorough notes and a collection of photos, mostly historical, living folk he encountered and describes. Annotation copyrighted by Book News, Inc., Portland, OR","Adventure, History, Travel"
431221,Between Two Kingdoms: A Memoir of a Life Interrupted,Suleika Jaouad,Action & Adventure,4.448717948717949,2021-01-01,370.0,"In the summer after graduating from college, Suleika Jaouad was preparing, as they say in commencement speeches, to enter “the real world.” She had fallen in love and moved to Paris to pursue her dream of becoming a war correspondent. The real world she found, however, would take her into a very different kind of conflict zone.

It started with an itch—first on her feet, then up her legs, like a thousand invisible mosquito bites. Next came the exhaustion, and the six-hour naps that only deepened her fatigue. Then a trip to the doctor and, a few weeks shy of her twenty-third birthday, a diagnosis: leukemia, with a 35 percent chance of survival. Just like that, the life she had imagined for herself had gone up in flames. By the time Jaouad flew home to New York, she had lost her job, her apartment, and her independence. She would spend much of the next four years in a hospital bed, fighting for her life and chronicling the saga in a column for The New York Times.

When Jaouad finally walked out of the cancer ward—after countless rounds of chemo, a clinical trial, and a bone marrow transplant—she was, according to the doctors, cured. But as she would soon learn, a cure is not where the work of healing ends; it’s where it begins. She had spent the past 1,500 days in desperate pursuit of one goal—to survive. And now that she’d done so, she realized that she had no idea how to live.

How would she reenter the world and live again? How could she reclaim what had been lost? Jaouad embarked—with her new best friend, Oscar, a scruffy terrier mutt—on a 100-day, 15,000-mile road trip across the country. She set out to meet some of the strangers who had written to her during her years in the hospital: a teenage girl in Florida also recovering from cancer; a teacher in California grieving the death of her son; a death-row inmate in Texas who’d spent his own years confined to a room. What she learned on this trip is that the divide between sick and well is porous, that the vast majority of us will travel back and forth between these realms throughout our lives. Between Two Kingdoms is a profound chronicle of survivorship and a fierce, tender, and inspiring exploration of what it means to begin again.
https://www.penguinrandomhouse.ca/books/540210/between-two-kingdoms-by-suleika-jaouad/9780399588594","Adventure, Memoir, Nonfiction"
746882,Raw,Belle Aurora,Unknown,3.111111111111111,,,,
312500,Candide,Voltaire,Fiction,3.804878048780488,1738-01-01,208.0,"Brought up in the household of a powerful Baron, Candide is an open-minded young man, whose tutor, Pangloss, has instilled in him the belief that 'all is for the best'. But when his love for the Baron's rosy-cheeked daughter is discovered, Candide is cast out to make his own way in the world. 

And so he and his various companions begin a breathless tour of Europe, South America and Asia, as an outrageous series of disasters befall them - earthquakes, syphilis, a brush with the Inquisition, murder - sorely testing the young hero's optimism.","Fiction, Fantasy, Classics, Young Adult, Adventure, History, Nonfiction, General, Juvenile Nonfiction, Philosophy"
442788,Improbable Destinies,Jonathan B. Losos,Unknown,4.0,2017-08-08,368.0,"A Harvard museum curator draws on the latest breakthroughs in evolutionary biology to examine how tiny, random convergences, from mutations to butterfly sneezes, have triggered remarkable evolutionary changes.

""Earth's natural history is full of fascinating instances of convergence: phenomena like eyes and wings and tree-climbing lizards that have evolved independently, multiple times. But evolutionary biologists also point out many examples of contingency, cases where the tiniest change--a random mutation or an ancient butterfly sneeze--caused evolution to take a completely different course. What role does each force really play in the constantly changing natural world? Are the plants and animals that exist today, and we humans ourselves, inevitabilities or evolutionary flukes? And what does that say about life on other planets? Jonathan Losos reveals what the latest breakthroughs in evolutionary biology can tell us about one of the greatest ongoing debates in science. He takes us around the globe to meet the researchers who are solving the deepest mysteries of life on Earth through their work in experimental evolutionary science. Losos himself is one of the leaders in this exciting new field, and he illustrates how experiments with guppies, fruit flies, bacteria, foxes, and field mice, along with his own work with anole lizards on Caribbean islands, are rewinding the tape of life to reveal just how rapid and predictable evolution can be. Improbable Destinies will change the way we think and talk about evolution. Losos's insights into natural selection and evolutionary change have far-reaching applications for protecting ecosystems, securing our food supply, and fighting off harmful viruses and bacteria. This compelling narrative offers a new understanding of ourselves and our role in the natural world and the cosmos.""--Jacket.",
505989,"Song of Silver, Flame Like Night",Amélie Wen Zhao,Fiction,3.5869565217391304,2023-01-01,481.0,"In a fallen kingdom, one girl carries the key to discovering the secrets of her nation's past—and unleashing the demons that sleep at its heart. An epic fantasy series inspired by the mythology and folklore of ancient China.

“Brims with pure magic. Zhao has woven together a story of self-discovery, slow-burning romance, and heart-pounding revelations.” —Rebecca Ross, #1 New York Times bestselling author of Divine Rivals

“A magical tale set in a glittering, dangerous world featuring a dynamic heroine and an enigmatic hero.” —Isabel Ibañez, #1 New York Times bsetselling author of What The River Knows

Lan spends her nights as a songgirl in Haak’gong, a city transformed by the Elantian colonizers. Her days are consumed by the search for knowledge about the strange mark—an untranslatable Hin character—burned into her arm by her mother in her last act before she died.

Zen is a practitioner—one of the fabled magicians of the Last Kingdom. He’s never seen anything like Lan’s mark, but he knows that if there are answers, they lie deep in the pine forests and misty mountains of the Last Kingdom, with an order of practitioning masters planning to overthrow the Elantian regime.

Yet, both Lan and Zen are hiding secrets—secrets that are buried deep within them. Secrets that even they have still to unearth. Both hold the power to liberate their land, if they don't destroy it first.

Now the battle for the Last Kingdom begins.

Inspired by ancient Chinese mythology and folklore, Song of Silver, Flame Like Night transports readers to a lush fantasy world filled with high-stakes adventure, glittering magic, and against-all-odds romance from beginning to end.","Fiction, Fantasy, Young Adult, Adventure, Young Adult Fiction"
1201014,The Au Pair Affair,Tessa Bailey,Fiction,3.727272727272728,2024-07-16,349.0,"Tallulah is smart, vivacious, and studying to be a marine biologist. She’s also twenty-six and broke. So when Burgess, a battle-scarred hockey veteran and newly single dad, offers her a job as his live-in nanny, she jumps at the opportunity to get paid while living in a super fancy neighborhood and being around Lissa, his cool but introverted tween.

Her tween charge isn’t the only one who could use some help fitting in, though. According to…well, everyone except Burgess, he needs to get back on the dating scene, and adventurous Tallulah is just the girl to show him how. But as boundaries are slowly crossed and Burgess finds himself pulled between his daughter, who wants her parents back together, and his insane chemistry with Tallulah, a huge rift is formed, and Tallulah does the “right” thing—breaks her own heart and walks away.

Though Burgess knows it’s for the best—he’s too jaded, with too much baggage—a chance meeting, and a new push from his daughter, forces him to put everything on the line and fight to prove he learned his lessons well and is worthy of a happily ever after with Tallulah. 

",Fiction
818021,Slaying the Vampire Conqueror,Carissa Broadbent,Fiction,3.8947368421052633,2023-04-27,,"She was commanded to kill him with a single strike to the heart. She didn't expect her own to betray her. Sylina has sacrificed everything for her goddess-her soul, her freedom, her eyes. Life in service to the Arachessen, a cult of the Goddess of Fate, has turned Sylina from orphaned street-rat to disciplined killer, determined to overthrow Glaea's tyrannical king. But when a brutal vampire conqueror arrives on their shores, Sylina faces an even deadlier adversary. She's tasked with a crucial mission: infiltrate his army, earn his trust... and kill him. Atrius is a terrifying warrior carving an unstoppable path through Glaea. Yet when Sylina becomes his seer, she glimpses a dark and shocking past-and a side of him that reminds her far too much of parts of herself she'd rather forget. Sylina's orders are clear. The conqueror cannot live. But as the blood spilled by Glaea's tyrant king runs thicker, her connection with Atrius only grows stronger. A connection forbidden by her vows. A connection that could cost her everything. Slaying the Vampire Conqueror is a standalone fantasy romance set in the Crowns of Nyaxia world, full of heart-wrenching forbidden romance, dark curses, and epic battles - perfect for fans of The Bridge Kingdom and the From Blood and Ash series. It is an installment of the heart-pounding fantasy romance series, Mortal Enemies to Monster Lovers. If you like forbidden romance, dark curses, bad*ss heroines, and morally-gray heroes, you'll devour this sexy, addictive series.","Fiction, Fantasy, Adventure"
434710,"Detransition, Baby",Torrey Peters,Fiction,3.9455445544554455,2021-01-01,320.0,"""[A novel] about three women--transgender and cisgender--whose lives collide after an unexpected pregnancy forces them to confront their deepest desires around gender, motherhood, and sex...""--.","Fiction, LGBTQ, Romance, Families, Electronic books"
830234,Bloodstained Beauty,Ella Fields,Unknown,4.0,2018-11-05,,,
